Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Area code,Area code_reference,Area code_sort,Area code_hierarchy,Area name,Area name_reference,Area name_sort,Area name_hierarchy,Domain,Domain_reference,Domain_sort,Domain_hierarchy,Notes
4,4,Decile,Dec,2,,W01000375,W01000375,354,,Gwersyllt East and South 2,W01000375,354,W06000006,Access to services,ats,6,,
9,9,Decile,Dec,2,,W01000375,W01000375,354,,Gwersyllt East and South 2,W01000375,354,W06000006,Housing,hous,7,,
5,5,Decile,Dec,2,,W01000375,W01000375,354,,Gwersyllt East and South 2,W01000375,354,W06000006,Community safety,cs,8,,
4,4,Decile,Dec,2,,W01000375,W01000375,354,,Gwersyllt East and South 2,W01000375,354,W06000006,Physical environment,pe,9,,
9,9,Decile,Dec,2,,W01000376,W01000376,355,,Gwersyllt East and South 3,W01000376,355,W06000006,WIMD,wimd,1,,
8,8,Decile,Dec,2,,W01000376,W01000376,355,,Gwersyllt East and South 3,W01000376,355,W06000006,Income,inc,2,,
9,9,Decile,Dec,2,,W01000376,W01000376,355,,Gwersyllt East and South 3,W01000376,355,W06000006,Employment,emp,3,,
7,7,Decile,Dec,2,,W01000376,W01000376,355,,Gwersyllt East and South 3,W01000376,355,W06000006,Health,heal,4,,
8,8,Decile,Dec,2,,W01000376,W01000376,355,,Gwersyllt East and South 3,W01000376,355,W06000006,Education,educ,5,,
6,6,Decile,Dec,2,,W01000376,W01000376,355,,Gwersyllt East and South 3,W01000376,355,W06000006,Access to services,ats,6,,
9,9,Decile,Dec,2,,W01000376,W01000376,355,,Gwersyllt East and South 3,W01000376,355,W06000006,Housing,hous,7,,
7,7,Decile,Dec,2,,W01000376,W01000376,355,,Gwersyllt East and South 3,W01000376,355,W06000006,Community safety,cs,8,,
9,9,Decile,Dec,2,,W01000376,W01000376,355,,Gwersyllt East and South 3,W01000376,355,W06000006,Physical environment,pe,9,,
8,8,Decile,Dec,2,,W01000377,W01000377,356,,Gwersyllt North 1,W01000377,356,W06000006,WIMD,wimd,1,,
8,8,Decile,Dec,2,,W01000377,W01000377,356,,Gwersyllt North 1,W01000377,356,W06000006,Income,inc,2,,
7,7,Decile,Dec,2,,W01000377,W01000377,356,,Gwersyllt North 1,W01000377,356,W06000006,Employment,emp,3,,
7,7,Decile,Dec,2,,W01000377,W01000377,356,,Gwersyllt North 1,W01000377,356,W06000006,Health,heal,4,,
6,6,Decile,Dec,2,,W01000377,W01000377,356,,Gwersyllt North 1,W01000377,356,W06000006,Education,educ,5,,
4,4,Decile,Dec,2,,W01000377,W01000377,356,,Gwersyllt North 1,W01000377,356,W06000006,Access to services,ats,6,,
6,6,Decile,Dec,2,,W01000377,W01000377,356,,Gwersyllt North 1,W01000377,356,W06000006,Housing,hous,7,,
6,6,Decile,Dec,2,,W01000377,W01000377,356,,Gwersyllt North 1,W01000377,356,W06000006,Community safety,cs,8,,
8,8,Decile,Dec,2,,W01000377,W01000377,356,,Gwersyllt North 1,W01000377,356,W06000006,Physical environment,pe,9,,
2,2,Decile,Dec,2,,W01000378,W01000378,357,,Gwersyllt North 2,W01000378,357,W06000006,WIMD,wimd,1,,
2,2,Decile,Dec,2,,W01000378,W01000378,357,,Gwersyllt North 2,W01000378,357,W06000006,Income,inc,2,,
2,2,Decile,Dec,2,,W01000378,W01000378,357,,Gwersyllt North 2,W01000378,357,W06000006,Employment,emp,3,,
1,1,Decile,Dec,2,,W01000378,W01000378,357,,Gwersyllt North 2,W01000378,357,W06000006,Health,heal,4,,
3,3,Decile,Dec,2,,W01000378,W01000378,357,,Gwersyllt North 2,W01000378,357,W06000006,Education,educ,5,,
9,9,Decile,Dec,2,,W01000378,W01000378,357,,Gwersyllt North 2,W01000378,357,W06000006,Access to services,ats,6,,
3,3,Decile,Dec,2,,W01000378,W01000378,357,,Gwersyllt North 2,W01000378,357,W06000006,Housing,hous,7,,
1,1,Decile,Dec,2,,W01000378,W01000378,357,,Gwersyllt North 2,W01000378,357,W06000006,Community safety,cs,8,,
9,9,Decile,Dec,2,,W01000378,W01000378,357,,Gwersyllt North 2,W01000378,357,W06000006,Physical environment,pe,9,,
2,2,Decile,Dec,2,,W01000379,W01000379,358,,Gwersyllt West 1,W01000379,358,W06000006,WIMD,wimd,1,,
2,2,Decile,Dec,2,,W01000379,W01000379,358,,Gwersyllt West 1,W01000379,358,W06000006,Income,inc,2,,
2,2,Decile,Dec,2,,W01000379,W01000379,358,,Gwersyllt West 1,W01000379,358,W06000006,Employment,emp,3,,
2,2,Decile,Dec,2,,W01000379,W01000379,358,,Gwersyllt West 1,W01000379,358,W06000006,Health,heal,4,,
3,3,Decile,Dec,2,,W01000379,W01000379,358,,Gwersyllt West 1,W01000379,358,W06000006,Education,educ,5,,
6,6,Decile,Dec,2,,W01000379,W01000379,358,,Gwersyllt West 1,W01000379,358,W06000006,Access to services,ats,6,,
6,6,Decile,Dec,2,,W01000379,W01000379,358,,Gwersyllt West 1,W01000379,358,W06000006,Housing,hous,7,,
2,2,Decile,Dec,2,,W01000379,W01000379,358,,Gwersyllt West 1,W01000379,358,W06000006,Community safety,cs,8,,
9,9,Decile,Dec,2,,W01000379,W01000379,358,,Gwersyllt West 1,W01000379,358,W06000006,Physical environment,pe,9,,
7,7,Decile,Dec,2,,W01000380,W01000380,359,,Gwersyllt West 2,W01000380,359,W06000006,WIMD,wimd,1,,
9,9,Decile,Dec,2,,W01000380,W01000380,359,,Gwersyllt West 2,W01000380,359,W06000006,Income,inc,2,,
8,8,Decile,Dec,2,,W01000380,W01000380,359,,Gwersyllt West 2,W01000380,359,W06000006,Employment,emp,3,,
1,1,Decile,Dec,2,,W01000380,W01000380,359,,Gwersyllt West 2,W01000380,359,W06000006,Health,heal,4,,
8,8,Decile,Dec,2,,W01000380,W01000380,359,,Gwersyllt West 2,W01000380,359,W06000006,Education,educ,5,,
6,6,Decile,Dec,2,,W01000380,W01000380,359,,Gwersyllt West 2,W01000380,359,W06000006,Access to services,ats,6,,
9,9,Decile,Dec,2,,W01000380,W01000380,359,,Gwersyllt West 2,W01000380,359,W06000006,Housing,hous,7,,
10,10,Decile,Dec,2,,W01000380,W01000380,359,,Gwersyllt West 2,W01000380,359,W06000006,Community safety,cs,8,,
8,8,Decile,Dec,2,,W01000380,W01000380,359,,Gwersyllt West 2,W01000380,359,W06000006,Physical environment,pe,9,,
4,4,Decile,Dec,2,,W01000381,W01000381,360,,Hermitage 1,W01000381,360,W06000006,WIMD,wimd,1,,
4,4,Decile,Dec,2,,W01000381,W01000381,360,,Hermitage 1,W01000381,360,W06000006,Income,inc,2,,
3,3,Decile,Dec,2,,W01000381,W01000381,360,,Hermitage 1,W01000381,360,W06000006,Employment,emp,3,,
3,3,Decile,Dec,2,,W01000381,W01000381,360,,Hermitage 1,W01000381,360,W06000006,Health,heal,4,,
5,5,Decile,Dec,2,,W01000381,W01000381,360,,Hermitage 1,W01000381,360,W06000006,Education,educ,5,,
6,6,Decile,Dec,2,,W01000381,W01000381,360,,Hermitage 1,W01000381,360,W06000006,Access to services,ats,6,,
5,5,Decile,Dec,2,,W01000381,W01000381,360,,Hermitage 1,W01000381,360,W06000006,Housing,hous,7,,
4,4,Decile,Dec,2,,W01000381,W01000381,360,,Hermitage 1,W01000381,360,W06000006,Community safety,cs,8,,
10,10,Decile,Dec,2,,W01000381,W01000381,360,,Hermitage 1,W01000381,360,W06000006,Physical environment,pe,9,,
2,2,Decile,Dec,2,,W01000382,W01000382,361,,Hermitage 2,W01000382,361,W06000006,WIMD,wimd,1,,
2,2,Decile,Dec,2,,W01000382,W01000382,361,,Hermitage 2,W01000382,361,W06000006,Income,inc,2,,
2,2,Decile,Dec,2,,W01000382,W01000382,361,,Hermitage 2,W01000382,361,W06000006,Employment,emp,3,,
1,1,Decile,Dec,2,,W01000382,W01000382,361,,Hermitage 2,W01000382,361,W06000006,Health,heal,4,,
3,3,Decile,Dec,2,,W01000382,W01000382,361,,Hermitage 2,W01000382,361,W06000006,Education,educ,5,,
7,7,Decile,Dec,2,,W01000382,W01000382,361,,Hermitage 2,W01000382,361,W06000006,Access to services,ats,6,,
5,5,Decile,Dec,2,,W01000382,W01000382,361,,Hermitage 2,W01000382,361,W06000006,Housing,hous,7,,
1,1,Decile,Dec,2,,W01000382,W01000382,361,,Hermitage 2,W01000382,361,W06000006,Community safety,cs,8,,
7,7,Decile,Dec,2,,W01000382,W01000382,361,,Hermitage 2,W01000382,361,W06000006,Physical environment,pe,9,,
10,10,Decile,Dec,2,,W01000384,W01000384,362,,Holt 2,W01000384,362,W06000006,WIMD,wimd,1,,
9,9,Decile,Dec,2,,W01000384,W01000384,362,,Holt 2,W01000384,362,W06000006,Income,inc,2,,
9,9,Decile,Dec,2,,W01000384,W01000384,362,,Holt 2,W01000384,362,W06000006,Employment,emp,3,,
9,9,Decile,Dec,2,,W01000384,W01000384,362,,Holt 2,W01000384,362,W06000006,Health,heal,4,,
9,9,Decile,Dec,2,,W01000384,W01000384,362,,Holt 2,W01000384,362,W06000006,Education,educ,5,,
8,8,Decile,Dec,2,,W01000384,W01000384,362,,Holt 2,W01000384,362,W06000006,Access to services,ats,6,,
9,9,Decile,Dec,2,,W01000384,W01000384,362,,Holt 2,W01000384,362,W06000006,Housing,hous,7,,
9,9,Decile,Dec,2,,W01000384,W01000384,362,,Holt 2,W01000384,362,W06000006,Community safety,cs,8,,
7,7,Decile,Dec,2,,W01000384,W01000384,362,,Holt 2,W01000384,362,W06000006,Physical environment,pe,9,,
10,10,Decile,Dec,2,,W01000385,W01000385,363,,Johnstown (Wrexham) 1,W01000385,363,W06000006,WIMD,wimd,1,,
9,9,Decile,Dec,2,,W01000385,W01000385,363,,Johnstown (Wrexham) 1,W01000385,363,W06000006,Income,inc,2,,
8,8,Decile,Dec,2,,W01000385,W01000385,363,,Johnstown (Wrexham) 1,W01000385,363,W06000006,Employment,emp,3,,
8,8,Decile,Dec,2,,W01000385,W01000385,363,,Johnstown (Wrexham) 1,W01000385,363,W06000006,Health,heal,4,,
7,7,Decile,Dec,2,,W01000385,W01000385,363,,Johnstown (Wrexham) 1,W01000385,363,W06000006,Education,educ,5,,
9,9,Decile,Dec,2,,W01000385,W01000385,363,,Johnstown (Wrexham) 1,W01000385,363,W06000006,Access to services,ats,6,,
9,9,Decile,Dec,2,,W01000385,W01000385,363,,Johnstown (Wrexham) 1,W01000385,363,W06000006,Housing,hous,7,,
8,8,Decile,Dec,2,,W01000385,W01000385,363,,Johnstown (Wrexham) 1,W01000385,363,W06000006,Community safety,cs,8,,
7,7,Decile,Dec,2,,W01000385,W01000385,363,,Johnstown (Wrexham) 1,W01000385,363,W06000006,Physical environment,pe,9,,
3,3,Decile,Dec,2,,W01000386,W01000386,364,,Johnstown (Wrexham) 2,W01000386,364,W06000006,WIMD,wimd,1,,
2,2,Decile,Dec,2,,W01000386,W01000386,364,,Johnstown (Wrexham) 2,W01000386,364,W06000006,Income,inc,2,,
3,3,Decile,Dec,2,,W01000386,W01000386,364,,Johnstown (Wrexham) 2,W01000386,364,W06000006,Employment,emp,3,,
2,2,Decile,Dec,2,,W01000386,W01000386,364,,Johnstown (Wrexham) 2,W01000386,364,W06000006,Health,heal,4,,
3,3,Decile,Dec,2,,W01000386,W01000386,364,,Johnstown (Wrexham) 2,W01000386,364,W06000006,Education,educ,5,,
7,7,Decile,Dec,2,,W01000386,W01000386,364,,Johnstown (Wrexham) 2,W01000386,364,W06000006,Access to services,ats,6,,
7,7,Decile,Dec,2,,W01000386,W01000386,364,,Johnstown (Wrexham) 2,W01000386,364,W06000006,Housing,hous,7,,
4,4,Decile,Dec,2,,W01000386,W01000386,364,,Johnstown (Wrexham) 2,W01000386,364,W06000006,Community safety,cs,8,,
7,7,Decile,Dec,2,,W01000386,W01000386,364,,Johnstown (Wrexham) 2,W01000386,364,W06000006,Physical environment,pe,9,,
10,10,Decile,Dec,2,,W01000387,W01000387,365,,Little Acton 1,W01000387,365,W06000006,WIMD,wimd,1,,
9,9,Decile,Dec,2,,W01000387,W01000387,365,,Little Acton 1,W01000387,365,W06000006,Income,inc,2,,
9,9,Decile,Dec,2,,W01000387,W01000387,365,,Little Acton 1,W01000387,365,W06000006,Employment,emp,3,,
8,8,Decile,Dec,2,,W01000387,W01000387,365,,Little Acton 1,W01000387,365,W06000006,Health,heal,4,,
9,9,Decile,Dec,2,,W01000387,W01000387,365,,Little Acton 1,W01000387,365,W06000006,Education,educ,5,,
7,7,Decile,Dec,2,,W01000387,W01000387,365,,Little Acton 1,W01000387,365,W06000006,Access to services,ats,6,,
10,10,Decile,Dec,2,,W01000387,W01000387,365,,Little Acton 1,W01000387,365,W06000006,Housing,hous,7,,
9,9,Decile,Dec,2,,W01000387,W01000387,365,,Little Acton 1,W01000387,365,W06000006,Community safety,cs,8,,
6,6,Decile,Dec,2,,W01000387,W01000387,365,,Little Acton 1,W01000387,365,W06000006,Physical environment,pe,9,,
9,9,Decile,Dec,2,,W01000388,W01000388,366,,Little Acton 2,W01000388,366,W06000006,WIMD,wimd,1,,
7,7,Decile,Dec,2,,W01000388,W01000388,366,,Little Acton 2,W01000388,366,W06000006,Income,inc,2,,
7,7,Decile,Dec,2,,W01000388,W01000388,366,,Little Acton 2,W01000388,366,W06000006,Employment,emp,3,,
7,7,Decile,Dec,2,,W01000388,W01000388,366,,Little Acton 2,W01000388,366,W06000006,Health,heal,4,,
8,8,Decile,Dec,2,,W01000388,W01000388,366,,Little Acton 2,W01000388,366,W06000006,Education,educ,5,,
9,9,Decile,Dec,2,,W01000388,W01000388,366,,Little Acton 2,W01000388,366,W06000006,Access to services,ats,6,,
9,9,Decile,Dec,2,,W01000388,W01000388,366,,Little Acton 2,W01000388,366,W06000006,Housing,hous,7,,
6,6,Decile,Dec,2,,W01000388,W01000388,366,,Little Acton 2,W01000388,366,W06000006,Community safety,cs,8,,
6,6,Decile,Dec,2,,W01000388,W01000388,366,,Little Acton 2,W01000388,366,W06000006,Physical environment,pe,9,,
8,8,Decile,Dec,2,,W01000389,W01000389,367,,Llangollen Rural,W01000389,367,W06000006,WIMD,wimd,1,,
8,8,Decile,Dec,2,,W01000389,W01000389,367,,Llangollen Rural,W01000389,367,W06000006,Income,inc,2,,
8,8,Decile,Dec,2,,W01000389,W01000389,367,,Llangollen Rural,W01000389,367,W06000006,Employment,emp,3,,
8,8,Decile,Dec,2,,W01000389,W01000389,367,,Llangollen Rural,W01000389,367,W06000006,Health,heal,4,,
8,8,Decile,Dec,2,,W01000389,W01000389,367,,Llangollen Rural,W01000389,367,W06000006,Education,educ,5,,
2,2,Decile,Dec,2,,W01000389,W01000389,367,,Llangollen Rural,W01000389,367,W06000006,Access to services,ats,6,,
4,4,Decile,Dec,2,,W01000389,W01000389,367,,Llangollen Rural,W01000389,367,W06000006,Housing,hous,7,,
7,7,Decile,Dec,2,,W01000389,W01000389,367,,Llangollen Rural,W01000389,367,W06000006,Community safety,cs,8,,
9,9,Decile,Dec,2,,W01000389,W01000389,367,,Llangollen Rural,W01000389,367,W06000006,Physical environment,pe,9,,
8,8,Decile,Dec,2,,W01000390,W01000390,368,,Llay 1,W01000390,368,W06000006,WIMD,wimd,1,,
9,9,Decile,Dec,2,,W01000390,W01000390,368,,Llay 1,W01000390,368,W06000006,Income,inc,2,,
9,9,Decile,Dec,2,,W01000390,W01000390,368,,Llay 1,W01000390,368,W06000006,Employment,emp,3,,
6,6,Decile,Dec,2,,W01000390,W01000390,368,,Llay 1,W01000390,368,W06000006,Health,heal,4,,
8,8,Decile,Dec,2,,W01000390,W01000390,368,,Llay 1,W01000390,368,W06000006,Education,educ,5,,
3,3,Decile,Dec,2,,W01000390,W01000390,368,,Llay 1,W01000390,368,W06000006,Access to services,ats,6,,
10,10,Decile,Dec,2,,W01000390,W01000390,368,,Llay 1,W01000390,368,W06000006,Housing,hous,7,,
10,10,Decile,Dec,2,,W01000390,W01000390,368,,Llay 1,W01000390,368,W06000006,Community safety,cs,8,,
3,3,Decile,Dec,2,,W01000390,W01000390,368,,Llay 1,W01000390,368,W06000006,Physical environment,pe,9,,
8,8,Decile,Dec,2,,W01000391,W01000391,369,,Llay 2,W01000391,369,W06000006,WIMD,wimd,1,,
7,7,Decile,Dec,2,,W01000391,W01000391,369,,Llay 2,W01000391,369,W06000006,Income,inc,2,,
7,7,Decile,Dec,2,,W01000391,W01000391,369,,Llay 2,W01000391,369,W06000006,Employment,emp,3,,
5,5,Decile,Dec,2,,W01000391,W01000391,369,,Llay 2,W01000391,369,W06000006,Health,heal,4,,
5,5,Decile,Dec,2,,W01000391,W01000391,369,,Llay 2,W01000391,369,W06000006,Education,educ,5,,
6,6,Decile,Dec,2,,W01000391,W01000391,369,,Llay 2,W01000391,369,W06000006,Access to services,ats,6,,
9,9,Decile,Dec,2,,W01000391,W01000391,369,,Llay 2,W01000391,369,W06000006,Housing,hous,7,,
6,6,Decile,Dec,2,,W01000391,W01000391,369,,Llay 2,W01000391,369,W06000006,Community safety,cs,8,,
6,6,Decile,Dec,2,,W01000391,W01000391,369,,Llay 2,W01000391,369,W06000006,Physical environment,pe,9,,
2,2,Decile,Dec,2,,W01000392,W01000392,370,,Llay 3,W01000392,370,W06000006,WIMD,wimd,1,,
1,1,Decile,Dec,2,,W01000392,W01000392,370,,Llay 3,W01000392,370,W06000006,Income,inc,2,,
2,2,Decile,Dec,2,,W01000392,W01000392,370,,Llay 3,W01000392,370,W06000006,Employment,emp,3,,
1,1,Decile,Dec,2,,W01000392,W01000392,370,,Llay 3,W01000392,370,W06000006,Health,heal,4,,
3,3,Decile,Dec,2,,W01000392,W01000392,370,,Llay 3,W01000392,370,W06000006,Education,educ,5,,
6,6,Decile,Dec,2,,W01000392,W01000392,370,,Llay 3,W01000392,370,W06000006,Access to services,ats,6,,
4,4,Decile,Dec,2,,W01000392,W01000392,370,,Llay 3,W01000392,370,W06000006,Housing,hous,7,,
3,3,Decile,Dec,2,,W01000392,W01000392,370,,Llay 3,W01000392,370,W06000006,Community safety,cs,8,,
9,9,Decile,Dec,2,,W01000392,W01000392,370,,Llay 3,W01000392,370,W06000006,Physical environment,pe,9,,
6,6,Decile,Dec,2,,W01000393,W01000393,371,,Maesydre,W01000393,371,W06000006,WIMD,wimd,1,,
4,4,Decile,Dec,2,,W01000393,W01000393,371,,Maesydre,W01000393,371,W06000006,Income,inc,2,,
5,5,Decile,Dec,2,,W01000393,W01000393,371,,Maesydre,W01000393,371,W06000006,Employment,emp,3,,
4,4,Decile,Dec,2,,W01000393,W01000393,371,,Maesydre,W01000393,371,W06000006,Health,heal,4,,
6,6,Decile,Dec,2,,W01000393,W01000393,371,,Maesydre,W01000393,371,W06000006,Education,educ,5,,
9,9,Decile,Dec,2,,W01000393,W01000393,371,,Maesydre,W01000393,371,W06000006,Access to services,ats,6,,
8,8,Decile,Dec,2,,W01000393,W01000393,371,,Maesydre,W01000393,371,W06000006,Housing,hous,7,,
2,2,Decile,Dec,2,,W01000393,W01000393,371,,Maesydre,W01000393,371,W06000006,Community safety,cs,8,,
8,8,Decile,Dec,2,,W01000393,W01000393,371,,Maesydre,W01000393,371,W06000006,Physical environment,pe,9,,
8,8,Decile,Dec,2,,W01000394,W01000394,372,,Marchwiel 1,W01000394,372,W06000006,WIMD,wimd,1,,
9,9,Decile,Dec,2,,W01000394,W01000394,372,,Marchwiel 1,W01000394,372,W06000006,Income,inc,2,,
9,9,Decile,Dec,2,,W01000394,W01000394,372,,Marchwiel 1,W01000394,372,W06000006,Employment,emp,3,,
9,9,Decile,Dec,2,,W01000394,W01000394,372,,Marchwiel 1,W01000394,372,W06000006,Health,heal,4,,
8,8,Decile,Dec,2,,W01000394,W01000394,372,,Marchwiel 1,W01000394,372,W06000006,Education,educ,5,,
1,1,Decile,Dec,2,,W01000394,W01000394,372,,Marchwiel 1,W01000394,372,W06000006,Access to services,ats,6,,
3,3,Decile,Dec,2,,W01000394,W01000394,372,,Marchwiel 1,W01000394,372,W06000006,Housing,hous,7,,
8,8,Decile,Dec,2,,W01000394,W01000394,372,,Marchwiel 1,W01000394,372,W06000006,Community safety,cs,8,,
5,5,Decile,Dec,2,,W01000394,W01000394,372,,Marchwiel 1,W01000394,372,W06000006,Physical environment,pe,9,,
6,6,Decile,Dec,2,,W01000395,W01000395,373,,Marchwiel 2,W01000395,373,W06000006,WIMD,wimd,1,,
6,6,Decile,Dec,2,,W01000395,W01000395,373,,Marchwiel 2,W01000395,373,W06000006,Income,inc,2,,
6,6,Decile,Dec,2,,W01000395,W01000395,373,,Marchwiel 2,W01000395,373,W06000006,Employment,emp,3,,
5,5,Decile,Dec,2,,W01000395,W01000395,373,,Marchwiel 2,W01000395,373,W06000006,Health,heal,4,,
7,7,Decile,Dec,2,,W01000395,W01000395,373,,Marchwiel 2,W01000395,373,W06000006,Education,educ,5,,
2,2,Decile,Dec,2,,W01000395,W01000395,373,,Marchwiel 2,W01000395,373,W06000006,Access to services,ats,6,,
8,8,Decile,Dec,2,,W01000395,W01000395,373,,Marchwiel 2,W01000395,373,W06000006,Housing,hous,7,,
5,5,Decile,Dec,2,,W01000395,W01000395,373,,Marchwiel 2,W01000395,373,W06000006,Community safety,cs,8,,
6,6,Decile,Dec,2,,W01000395,W01000395,373,,Marchwiel 2,W01000395,373,W06000006,Physical environment,pe,9,,
6,6,Decile,Dec,2,,W01000398,W01000398,374,,Minera 1,W01000398,374,W06000006,WIMD,wimd,1,,
6,6,Decile,Dec,2,,W01000398,W01000398,374,,Minera 1,W01000398,374,W06000006,Income,inc,2,,
6,6,Decile,Dec,2,,W01000398,W01000398,374,,Minera 1,W01000398,374,W06000006,Employment,emp,3,,
7,7,Decile,Dec,2,,W01000398,W01000398,374,,Minera 1,W01000398,374,W06000006,Health,heal,4,,
5,5,Decile,Dec,2,,W01000398,W01000398,374,,Minera 1,W01000398,374,W06000006,Education,educ,5,,
2,2,Decile,Dec,2,,W01000398,W01000398,374,,Minera 1,W01000398,374,W06000006,Access to services,ats,6,,
3,3,Decile,Dec,2,,W01000398,W01000398,374,,Minera 1,W01000398,374,W06000006,Housing,hous,7,,
7,7,Decile,Dec,2,,W01000398,W01000398,374,,Minera 1,W01000398,374,W06000006,Community safety,cs,8,,
8,8,Decile,Dec,2,,W01000398,W01000398,374,,Minera 1,W01000398,374,W06000006,Physical environment,pe,9,,
8,8,Decile,Dec,2,,W01000399,W01000399,375,,Minera 2,W01000399,375,W06000006,WIMD,wimd,1,,
10,10,Decile,Dec,2,,W01000399,W01000399,375,,Minera 2,W01000399,375,W06000006,Income,inc,2,,
10,10,Decile,Dec,2,,W01000399,W01000399,375,,Minera 2,W01000399,375,W06000006,Employment,emp,3,,
10,10,Decile,Dec,2,,W01000399,W01000399,375,,Minera 2,W01000399,375,W06000006,Health,heal,4,,
10,10,Decile,Dec,2,,W01000399,W01000399,375,,Minera 2,W01000399,375,W06000006,Education,educ,5,,
2,2,Decile,Dec,2,,W01000399,W01000399,375,,Minera 2,W01000399,375,W06000006,Access to services,ats,6,,
3,3,Decile,Dec,2,,W01000399,W01000399,375,,Minera 2,W01000399,375,W06000006,Housing,hous,7,,
7,7,Decile,Dec,2,,W01000399,W01000399,375,,Minera 2,W01000399,375,W06000006,Community safety,cs,8,,
9,9,Decile,Dec,2,,W01000399,W01000399,375,,Minera 2,W01000399,375,W06000006,Physical environment,pe,9,,
7,7,Decile,Dec,2,,W01000400,W01000400,376,,New Broughton 1,W01000400,376,W06000006,WIMD,wimd,1,,
5,5,Decile,Dec,2,,W01000400,W01000400,376,,New Broughton 1,W01000400,376,W06000006,Income,inc,2,,
6,6,Decile,Dec,2,,W01000400,W01000400,376,,New Broughton 1,W01000400,376,W06000006,Employment,emp,3,,
6,6,Decile,Dec,2,,W01000400,W01000400,376,,New Broughton 1,W01000400,376,W06000006,Health,heal,4,,
7,7,Decile,Dec,2,,W01000400,W01000400,376,,New Broughton 1,W01000400,376,W06000006,Education,educ,5,,
7,7,Decile,Dec,2,,W01000400,W01000400,376,,New Broughton 1,W01000400,376,W06000006,Access to services,ats,6,,
8,8,Decile,Dec,2,,W01000400,W01000400,376,,New Broughton 1,W01000400,376,W06000006,Housing,hous,7,,
4,4,Decile,Dec,2,,W01000400,W01000400,376,,New Broughton 1,W01000400,376,W06000006,Community safety,cs,8,,
7,7,Decile,Dec,2,,W01000400,W01000400,376,,New Broughton 1,W01000400,376,W06000006,Physical environment,pe,9,,
5,5,Decile,Dec,2,,W01000401,W01000401,377,,New Broughton 2,W01000401,377,W06000006,WIMD,wimd,1,,
4,4,Decile,Dec,2,,W01000401,W01000401,377,,New Broughton 2,W01000401,377,W06000006,Income,inc,2,,
4,4,Decile,Dec,2,,W01000401,W01000401,377,,New Broughton 2,W01000401,377,W06000006,Employment,emp,3,,
5,5,Decile,Dec,2,,W01000401,W01000401,377,,New Broughton 2,W01000401,377,W06000006,Health,heal,4,,
4,4,Decile,Dec,2,,W01000401,W01000401,377,,New Broughton 2,W01000401,377,W06000006,Education,educ,5,,
8,8,Decile,Dec,2,,W01000401,W01000401,377,,New Broughton 2,W01000401,377,W06000006,Access to services,ats,6,,
7,7,Decile,Dec,2,,W01000401,W01000401,377,,New Broughton 2,W01000401,377,W06000006,Housing,hous,7,,
2,2,Decile,Dec,2,,W01000401,W01000401,377,,New Broughton 2,W01000401,377,W06000006,Community safety,cs,8,,
10,10,Decile,Dec,2,,W01000401,W01000401,377,,New Broughton 2,W01000401,377,W06000006,Physical environment,pe,9,,
5,5,Decile,Dec,2,,W01000402,W01000402,378,,Offa,W01000402,378,W06000006,WIMD,wimd,1,,
5,5,Decile,Dec,2,,W01000402,W01000402,378,,Offa,W01000402,378,W06000006,Income,inc,2,,
5,5,Decile,Dec,2,,W01000402,W01000402,378,,Offa,W01000402,378,W06000006,Employment,emp,3,,
5,5,Decile,Dec,2,,W01000402,W01000402,378,,Offa,W01000402,378,W06000006,Health,heal,4,,
5,5,Decile,Dec,2,,W01000402,W01000402,378,,Offa,W01000402,378,W06000006,Education,educ,5,,
9,9,Decile,Dec,2,,W01000402,W01000402,378,,Offa,W01000402,378,W06000006,Access to services,ats,6,,
3,3,Decile,Dec,2,,W01000402,W01000402,378,,Offa,W01000402,378,W06000006,Housing,hous,7,,
1,1,Decile,Dec,2,,W01000402,W01000402,378,,Offa,W01000402,378,W06000006,Community safety,cs,8,,
7,7,Decile,Dec,2,,W01000402,W01000402,378,,Offa,W01000402,378,W06000006,Physical environment,pe,9,,
8,8,Decile,Dec,2,,W01000403,W01000403,379,,Overton 1,W01000403,379,W06000006,WIMD,wimd,1,,
8,8,Decile,Dec,2,,W01000403,W01000403,379,,Overton 1,W01000403,379,W06000006,Income,inc,2,,
10,10,Decile,Dec,2,,W01000403,W01000403,379,,Overton 1,W01000403,379,W06000006,Employment,emp,3,,
10,10,Decile,Dec,2,,W01000403,W01000403,379,,Overton 1,W01000403,379,W06000006,Health,heal,4,,
9,9,Decile,Dec,2,,W01000403,W01000403,379,,Overton 1,W01000403,379,W06000006,Education,educ,5,,
1,1,Decile,Dec,2,,W01000403,W01000403,379,,Overton 1,W01000403,379,W06000006,Access to services,ats,6,,
4,4,Decile,Dec,2,,W01000403,W01000403,379,,Overton 1,W01000403,379,W06000006,Housing,hous,7,,
10,10,Decile,Dec,2,,W01000403,W01000403,379,,Overton 1,W01000403,379,W06000006,Community safety,cs,8,,
9,9,Decile,Dec,2,,W01000403,W01000403,379,,Overton 1,W01000403,379,W06000006,Physical environment,pe,9,,
8,8,Decile,Dec,2,,W01000404,W01000404,380,,Overton 2,W01000404,380,W06000006,WIMD,wimd,1,,
7,7,Decile,Dec,2,,W01000404,W01000404,380,,Overton 2,W01000404,380,W06000006,Income,inc,2,,
