location_id,location_name,origin_crs,origin_station_name,destination_id,destination_name,destination_planner_id,measurement_date,window_start_local,window_end_local,search_times_local,status,reason
swindon,Swindon,SWI,Swindon (Wilts),birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
telford,Telford,TFC,Telford Central,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
telford,Telford,TFC,Telford Central,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
torbay,Torbay,TQY,Torquay,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
torbay,Torbay,TQY,Torquay,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
wakefield,Wakefield,WKF,Wakefield Westgate,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
wakefield,Wakefield,WKF,Wakefield Westgate,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
walsall,Walsall,WSL,Walsall,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
walsall,Walsall,WSL,Walsall,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
warrington,Warrington,WBQ,Warrington Bank Quay,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
warrington,Warrington,WBQ,Warrington Bank Quay,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
wigan,Wigan,WGN,Wigan North Western,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
wigan,Wigan,WGN,Wigan North Western,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
wolverhampton,Wolverhampton,WVH,Wolverhampton,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
wolverhampton,Wolverhampton,WVH,Wolverhampton,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
worcester,Worcester,WOF,Worcester Foregate Street,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
worcester,Worcester,WOF,Worcester Foregate Street,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
wrexham,Wrexham,WRX,Wrexham General,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
wrexham,Wrexham,WRX,Wrexham General,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
bristol,Bristol,BRI,Bristol Temple Meads,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
bristol,Bristol,BRI,Bristol Temple Meads,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
southampton,Southampton,SOU,Southampton Central,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
southampton,Southampton,SOU,Southampton Central,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
bournemouth-poole,Bournemouth–Poole,BMH,Bournemouth,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
bournemouth-poole,Bournemouth–Poole,BMH,Bournemouth,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
brighton-hove,Brighton & Hove,BTN,Brighton,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
brighton-hove,Brighton & Hove,BTN,Brighton,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
exeter,Exeter,EXD,Exeter St Davids,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
exeter,Exeter,EXD,Exeter St Davids,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
reading,Reading,RDG,Reading,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
reading,Reading,RDG,Reading,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
milton-keynes,Milton Keynes,MKC,Milton Keynes Central,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
milton-keynes,Milton Keynes,MKC,Milton Keynes Central,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
luton,Luton,LUT,Luton,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
luton,Luton,LUT,Luton,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
southend-on-sea,Southend-on-Sea,SOC,Southend Central,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
southend-on-sea,Southend-on-Sea,SOC,Southend Central,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
cambridge,Cambridge,CBG,Cambridge,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
cambridge,Cambridge,CBG,Cambridge,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
colchester,Colchester,COL,Colchester,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
colchester,Colchester,COL,Colchester,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
oxford,Oxford,OXF,Oxford,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
oxford,Oxford,OXF,Oxford,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
bath,Bath,BTH,Bath Spa,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
bath,Bath,BTH,Bath Spa,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
bridgend,Bridgend,BGN,Bridgend,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
bridgend,Bridgend,BGN,Bridgend,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
llanelli,Llanelli,LLE,Llanelli,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
llanelli,Llanelli,LLE,Llanelli,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
bangor,Bangor,BNG,Bangor (Gwynedd),london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
bangor,Bangor,BNG,Bangor (Gwynedd),birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
rhyl,Rhyl,RHL,Rhyl,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
rhyl,Rhyl,RHL,Rhyl,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
york,York,YRK,York,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
york,York,YRK,York,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
durham,Durham,DHM,Durham,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
durham,Durham,DHM,Durham,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
cheltenham,Cheltenham,CNM,Cheltenham Spa,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
cheltenham,Cheltenham,CNM,Cheltenham Spa,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use the direct Journey Planner collector; transcribe only values supported by retained JSON after review.
