location_id,category,local_authority_code,csp_code,csp_name,boundary_vintage,boundary_basis,mapping_reason,force_code,force_name,period_start,period_end,count,population,population_period,population_rounding,published_rate_per_1000,force_count,force_unallocated_count,coverage,evidence_id,source_url,retrieval_date,source_cells,source_sha256,rate_per_1000,force_unallocated_percent,transformation,review_status,missing_reason
derby,asb,E06000015,E22000040,Derby,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
doncaster,violence_against_person,E08000017,E22000260,Doncaster,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000011,South Yorkshire,2025-04-01,2026-03-31,13910,319800,mid-2024,nearest 100,43.500695823495384,54042,641,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H308; Table C4!G308; Table C4!J308,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,43.496,1.186,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
doncaster,sexual_offences,E08000017,E22000260,Doncaster,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000011,South Yorkshire,2025-04-01,2026-03-31,1345,319800,mid-2024,nearest 100,4.2062139383609836,5705,389,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N308; Table C4!G308; Table C4!P308,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,4.206,6.819,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
doncaster,asb,E08000017,E22000260,Doncaster,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
gateshead,violence_against_person,E08000037,E22000244,Gateshead,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000007,Northumbria,2025-04-01,2026-03-31,6204,202800,mid-2024,nearest 100,30.59775103570724,49092,695,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H283; Table C4!G283; Table C4!J283,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,30.592,1.416,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
gateshead,sexual_offences,E08000037,E22000244,Gateshead,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000007,Northumbria,2025-04-01,2026-03-31,698,202800,mid-2024,nearest 100,3.4424935884789898,5861,110,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N283; Table C4!G283; Table C4!P283,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,3.442,1.877,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
gateshead,asb,E08000037,E22000244,Gateshead,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
gloucester,violence_against_person,E07000081,E22000096,Gloucester,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000037,Gloucestershire,2025-04-01,2026-03-31,6098,138600,mid-2024,nearest 100,43.997748885265302,18177,535,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H106; Table C4!G106; Table C4!J106,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,43.997,2.943,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
gloucester,sexual_offences,E07000081,E22000096,Gloucester,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000037,Gloucestershire,2025-04-01,2026-03-31,573,138600,mid-2024,nearest 100,4.1342587916131546,2250,321,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N106; Table C4!G106; Table C4!P106,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,4.134,14.267,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
gloucester,asb,E07000081,E22000096,Gloucester,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
halifax,violence_against_person,E08000033,E22000343,Calderdale,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000010,West Yorkshire,2025-04-01,2026-03-31,9616,210900,mid-2024,nearest 100,45.588800022756473,111552,6,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H399; Table C4!G399; Table C4!J399,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,45.595,0.005,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
halifax,sexual_offences,E08000033,E22000343,Calderdale,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000010,West Yorkshire,2025-04-01,2026-03-31,911,210900,mid-2024,nearest 100,4.3189888540693788,10639,6,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N399; Table C4!G399; Table C4!P399,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,4.320,0.056,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
halifax,asb,E08000033,E22000343,Calderdale,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
hartlepool,violence_against_person,E06000001,E22000027,Hartlepool,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000013,Cleveland,2025-04-01,2026-03-31,4628,98200,mid-2024,nearest 100,47.137909961295577,26600,5,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H37; Table C4!G37; Table C4!J37,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,47.128,0.019,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
hartlepool,sexual_offences,E06000001,E22000027,Hartlepool,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000013,Cleveland,2025-04-01,2026-03-31,550,98200,mid-2024,nearest 100,5.601955591770218,3025,4,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N37; Table C4!G37; Table C4!P37,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,5.601,0.132,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
hartlepool,asb,E06000001,E22000027,Hartlepool,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
huddersfield,violence_against_person,E08000034,E22000344,Kirklees,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000010,West Yorkshire,2025-04-01,2026-03-31,17379,447800,mid-2024,nearest 100,38.805663541343364,111552,6,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H400; Table C4!G400; Table C4!J400,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,38.810,0.005,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
huddersfield,sexual_offences,E08000034,E22000344,Kirklees,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000010,West Yorkshire,2025-04-01,2026-03-31,1716,447800,mid-2024,nearest 100,3.8316657251248754,10639,6,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N400; Table C4!G400; Table C4!P400,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,3.832,0.056,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
huddersfield,asb,E08000034,E22000344,Kirklees,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
hull-kingston-upon-hull,violence_against_person,E06000010,E22000134,"Kingston upon Hull, City of",,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000012,Humberside,2025-04-01,2026-03-31,13737,275400,mid-2024,nearest 100,49.879993173590506,37886,3542,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H158; Table C4!G158; Table C4!J158,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,49.880,9.349,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
hull-kingston-upon-hull,sexual_offences,E06000010,E22000134,"Kingston upon Hull, City of",,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000012,Humberside,2025-04-01,2026-03-31,1186,275400,mid-2024,nearest 100,4.3064476890062133,3405,312,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N158; Table C4!G158; Table C4!P158,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,4.306,9.163,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
hull-kingston-upon-hull,asb,E06000010,E22000134,"Kingston upon Hull, City of",,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
ipswich,violence_against_person,E07000202,E22000273,Ipswich,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000025,Suffolk,2025-04-01,2026-03-31,4850,140300,mid-2024,nearest 100,34.57518855953348,18203,239,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H324; Table C4!G324; Table C4!J324,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,34.569,1.313,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
ipswich,sexual_offences,E07000202,E22000273,Ipswich,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000025,Suffolk,2025-04-01,2026-03-31,658,140300,mid-2024,nearest 100,4.6908193963243372,2654,66,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N324; Table C4!G324; Table C4!P324,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,4.690,2.487,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
ipswich,asb,E07000202,E22000273,Ipswich,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
kettering,violence_against_person,E06000061,E22000236,Kettering,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,"C1/C2: named CSP covers part of the current LA; use its own C4 population, not whole LA.",E23000022,Northamptonshire,2025-04-01,2026-03-31,3309,110100,mid-2024,nearest 100,30.051493492929861,22501,172,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H278; Table C4!G278; Table C4!J278,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,30.054,0.764,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
kettering,sexual_offences,E06000061,E22000236,Kettering,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,"C1/C2: named CSP covers part of the current LA; use its own C4 population, not whole LA.",E23000022,Northamptonshire,2025-04-01,2026-03-31,439,110100,mid-2024,nearest 100,3.9868859605307372,3069,68,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N278; Table C4!G278; Table C4!P278,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,3.987,2.216,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
kettering,asb,E06000061,E22000236,Kettering,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,"C1/C2: named CSP covers part of the current LA; use its own C4 population, not whole LA.",,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
lancaster,violence_against_person,E07000121,E22000156,Lancaster,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000003,Lancashire,2025-04-01,2026-03-31,4313,145000,mid-2024,nearest 100,29.743596816683446,56236,980,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H183; Table C4!G183; Table C4!J183,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,29.745,1.743,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
lancaster,sexual_offences,E07000121,E22000156,Lancaster,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000003,Lancashire,2025-04-01,2026-03-31,461,145000,mid-2024,nearest 100,3.1791787926016855,5950,183,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N183; Table C4!G183; Table C4!P183,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,3.179,3.076,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
lancaster,asb,E07000121,E22000156,Lancaster,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
leeds,violence_against_person,E08000035,E22000345,Leeds,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000010,West Yorkshire,2025-04-01,2026-03-31,37929,845200,mid-2024,nearest 100,44.876353099720895,111552,6,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H401; Table C4!G401; Table C4!J401,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,44.876,0.005,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
leeds,sexual_offences,E08000035,E22000345,Leeds,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000010,West Yorkshire,2025-04-01,2026-03-31,3697,845200,mid-2024,nearest 100,4.3741695644406162,10639,6,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N401; Table C4!G401; Table C4!P401,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,4.374,0.056,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
leeds,asb,E08000035,E22000345,Leeds,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
leicester,violence_against_person,E06000016,E22000168,Leicester,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000021,Leicestershire,2025-04-01,2026-03-31,15637,388300,mid-2024,nearest 100,40.265432035184936,33355,668,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H197; Table C4!G197; Table C4!J197,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,40.270,2.003,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
leicester,sexual_offences,E06000016,E22000168,Leicester,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000021,Leicestershire,2025-04-01,2026-03-31,1669,388300,mid-2024,nearest 100,4.2976917609978678,3948,160,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N197; Table C4!G197; Table C4!P197,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,4.298,4.053,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
leicester,asb,E06000016,E22000168,Leicester,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
lincoln,violence_against_person,E07000138,E22000175,Lincoln,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000020,Lincolnshire,2025-04-01,2026-03-31,4549,105100,mid-2024,nearest 100,43.276823258557378,22114,22,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H206; Table C4!G206; Table C4!J206,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,43.283,0.099,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
lincoln,sexual_offences,E07000138,E22000175,Lincoln,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000020,Lincolnshire,2025-04-01,2026-03-31,628,105100,mid-2024,nearest 100,5.9744658180641972,2796,14,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N206; Table C4!G206; Table C4!P206,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,5.975,0.501,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
lincoln,asb,E07000138,E22000175,Lincoln,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,,,,,,,,,,,,,,,,,,,,,ASB excluded pending force/month coverage and geography review,No verified compatible CSP ASB numerator acquired; ONS appendix D4/D5 are national totals
liverpool,violence_against_person,E08000012,E22000182,Liverpool,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000004,Merseyside,2025-04-01,2026-03-31,23213,509000,mid-2024,nearest 100,45.608602623776676,55326,71,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!H214; Table C4!G214; Table C4!J214,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,45.605,0.128,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
liverpool,sexual_offences,E08000012,E22000182,Liverpool,,ONS YE March 2026 C1/C2/C4; exact boundary vintage not stated,Source C2 LA name matches canonical localAuthority; CSP proxy for the place.,E23000004,Merseyside,2025-04-01,2026-03-31,2109,509000,mid-2024,nearest 100,4.1437359640522553,4984,56,Published annual CSP total; monthly completeness not independently verified,CRIME-ONS-2026-CSP,https://www.ons.gov.uk/file?uri=/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables/yearendingmarch2026/pfatablesyemarch2026.xlsx,2026-09-05,Table C2!N214; Table C4!G214; Table C4!P214,27d7884ef0e07dad01e602e48a430871ea2db1f558dbaa496e1f1f22e06c307f,4.143,1.124,count / CSP population rounded to nearest 100 * 1000; rate rounded to 3 decimals,Reviewed separate CSP recorded-offence rate; no safety interpretation,
