id,name,country,localAuthority,lat,lon,buy.proxyMedian,buy.transactions,buy.housingCostConfidence,buy.oneBedCount,buy.housingCostReason,rent.proxyMonthly,rent.housingCostConfidence,rent.oneBedCount,rent.housingCostReason,market.reason,localTransport.pt_connectivity_0_100,localTransport.national_percentile,localTransport.score,localTransport.source_period,localTransport.retrieval_date,localTransport.evidence_id,localTransport.geography_code,localTransport.geography_vintage,localTransport.population_covered,localTransport.population_expected,localTransport.method_version,localTransport.confidence,localTransport.reason,nationalTransport.londonMinutes,nationalTransport.londonChanges,nationalTransport.birminghamMinutes,nationalTransport.birminghamChanges,nationalTransport.confidence,nationalTransport.reason,residentialEnvironment.air_burden,residentialEnvironment.no2_ug_m3,residentialEnvironment.pm25_ug_m3,residentialEnvironment.pm10_ug_m3,residentialEnvironment.noise_exposed_pct,residentialEnvironment.green_within_300m_pct,residentialEnvironment.green_area_within_1000m_m2,residentialEnvironment.epc_sap_mean,residentialEnvironment.air_percentile,residentialEnvironment.quiet_percentile,residentialEnvironment.green_percentile,residentialEnvironment.housing_environment_percentile,residentialEnvironment.environment_index_0_100,residentialEnvironment.national_percentile,residentialEnvironment.score,residentialEnvironment.air_period,residentialEnvironment.quiet_period,residentialEnvironment.green_period,residentialEnvironment.housing_environment_period,residentialEnvironment.air_evidence_id,residentialEnvironment.quiet_evidence_id,residentialEnvironment.green_evidence_id,residentialEnvironment.housing_environment_evidence_id,residentialEnvironment.geography_code,residentialEnvironment.geography_vintage,residentialEnvironment.air_population_covered,residentialEnvironment.quiet_population_covered,residentialEnvironment.green_population_covered,residentialEnvironment.housing_environment_population_covered,residentialEnvironment.population_expected,residentialEnvironment.method_version,residentialEnvironment.confidence,residentialEnvironment.reason,composite.safety,composite.buy.score,composite.buy.band,composite.buy.safety,composite.buy.local_transport,composite.buy.residential_environment,composite.buy.national_transport,composite.buy.housing_cost,composite.buy.stock,composite.rent.score,composite.rent.band,composite.rent.safety,composite.rent.local_transport,composite.rent.residential_environment,composite.rent.national_transport,composite.rent.housing_cost,composite.rent.stock
leicester,Leicester,England,Leicester,52.633614,-1.133462,130000,803,High,190,"Median of 803 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",717,Medium,386,Official one-bedroom modelled average for Leicester LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 190 sale and 386 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",74.3817,68.0,4,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63009743,April 2024,406331,406331,dft-connectivity-bua24-v1,High,Population-weighted mean across Leicester; Reviewed official BUA name corresponds directly to the broad screen location.,63,0,48,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.2706,13.877,7.877,12.728,27.838,73.947,270555.78,64.025,20.435,81.815,73.569,22.06,49.47,52.606,3,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63009743,April 2024,406331,406331,406331,406331,406331,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",2.0,68.2,high,2.0,4,3,5.0,3,4,68.2,high,2.0,4,3,5.0,2,5
lincoln,Lincoln,England,Lincoln,53.234841,-0.53844,118000,285,High,47,"Median of 285 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",661,Medium,68,Official one-bedroom modelled average for Lincoln LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 47 sale and 68 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",66.3068,45.1,3,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63008729,April 2024,104553,104553,dft-connectivity-bua24-v1,High,Population-weighted mean across Lincoln; Reviewed official BUA name corresponds directly to the broad screen location.,116,0,138,1,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.0915,8.181,7.773,13.529,29.805,56.737,200673.57,66.864,38.746,74.131,34.392,73.432,55.175,63.569,4,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63008729,April 2024,104553,104553,104553,104553,104553,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",1.5,62.9,mid,1.5,3,4,3.5,4,3,59.4,low,1.5,3,4,3.5,3,3
liverpool,Liverpool,England,Liverpool,53.40935,-2.978495,145000,2356,High,965,"Median of 2356 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",683,Medium,347,Official one-bedroom modelled average for Liverpool LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 965 sale and 347 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",78.6161,78.2,4,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63008477,April 2024,506768,506768,dft-connectivity-bua24-v1,High,Population-weighted mean across Liverpool; Reviewed official BUA name corresponds directly to the broad screen location.,140,0,96,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.099,12.571,6.692,10.521,34.008,72.865,286005.96,65.858,38.033,52.793,73.902,55.971,55.175,63.383,4,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63008477,April 2024,506768,506768,506768,506768,506768,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",2.0,68.2,high,2.0,4,4,3.5,2,5,71.8,high,2.0,4,4,3.5,3,5
loughborough,Loughborough,England,Charnwood,52.7721,-1.206164,132000,206,High,17,"Median of 206 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",677,Medium,20,Official one-bedroom modelled average for Charnwood LA; underlying observation count is not published in the table and the LA is broader than the named town.,"Rightmove's filtered snapshot returned 17 sale and 20 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",70.3555,56.7,3,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63009412,April 2024,64299,64299,dft-connectivity-bua24-v1,High,Population-weighted mean across Loughborough; Reviewed official BUA name corresponds directly to the broad screen location.,74,0,66,1,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.0602,9.721,7.099,11.832,29.56,61.816,110576.34,66.437,44.457,75.351,24.743,66.505,52.764,57.852,3,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63009412,April 2024,64299,64299,64299,64299,64299,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",5.0,67.1,high,5.0,3,3,4.5,3,2,67.1,high,5.0,3,3,4.5,3,2
manchester,Manchester,England,Manchester,53.47894,-2.245278,192500,4478,High,1372,"Median of 4478 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",998,Medium,1456,Official one-bedroom modelled average for Manchester LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 1372 sale and 1456 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",81.9155,84.7,5,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63008401,April 2024,470736,470736,dft-connectivity-bua24-v1,High,Population-weighted mean across Manchester; Reviewed official BUA name corresponds directly to the broad screen location.,127,0,90,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.3054,15.598,7.752,12.091,41.841,70.407,235160.38,67.486,15.8,23.657,57.734,81.479,44.668,39.214,2,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63008401,April 2024,470736,470736,470736,470736,470736,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",1.0,57.6,low,1.0,5,2,3.5,1,5,57.6,low,1.0,5,2,3.5,1,5
merthyr-tydfil,Merthyr Tydfil,Wales,Merthyr Tydfil,51.745911,-3.378347,66248,22,Low,3,"Median of 22 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",552,Medium,3,Official one-bedroom modelled average for Merthyr Tydfil LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 3 sale and 3 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",58.3259,27.0,2,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,W45001012,April 2024,40817,40817,dft-connectivity-bua24-v1,High,Population-weighted mean across Merthyr Tydfil; Reviewed official BUA name corresponds directly to the broad screen location.,182,1,196,2,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.685,5.211,5.027,7.93,36.136,72.301,228797.43,65.543,95.286,38.174,59.879,55.933,62.318,78.318,4,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,W45001012,April 2024,40817,40817,40817,40817,40817,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",4.0,60.0,low,4.0,2,4,1.5,5,1,56.5,low,4.0,2,4,1.5,4,1
middlesbrough,Middlesbrough,England,Middlesbrough,54.576431,-1.236825,85000,183,High,14,"Median of 183 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",499,Medium,50,Official one-bedroom modelled average for Middlesbrough LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 14 sale and 50 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",68.4636,51.2,3,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63007408,April 2024,147862,147862,dft-connectivity-bua24-v1,High,Population-weighted mean across Middlesbrough; Reviewed official BUA name corresponds directly to the broad screen location.,195,1,182,1,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.9585,10.284,5.933,9.907,31.952,72.325,237014.49,65.37,64.339,63.413,62.442,43.566,58.44,69.437,4,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63007408,April 2024,147862,147862,147862,147862,147862,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",1.0,57.6,low,1.0,3,4,2.0,5,2,61.2,mid,1.0,3,4,2.0,5,3
neath,Neath,Wales,Neath Port Talbot,51.664226,-3.803389,91250,42,Medium,3,"Median of 42 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",498,Medium,3,Official one-bedroom modelled average for Neath Port Talbot LA; underlying observation count is not published in the table and the LA is broader than the named town.,"Rightmove's filtered snapshot returned 3 sale and 3 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",58.4644,27.3,2,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,W45001091,April 2024,40738,40738,dft-connectivity-bua24-v1,High,Population-weighted mean across Neath; Reviewed official BUA name corresponds directly to the broad screen location.,155,0,164,1,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.7219,6.63,4.9,7.839,38.965,68.877,118041.79,65.032,93.277,26.14,36.317,47.946,50.92,55.243,3,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,W45001091,April 2024,40738,40738,40738,40738,40738,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",4.0,58.8,low,4.0,2,3,2.5,5,1,58.8,low,4.0,2,3,2.5,5,1
newcastle-upon-tyne,Newcastle upon Tyne,England,Newcastle upon Tyne,54.978011,-1.610189,139950,1733,High,119,"Median of 1733 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",810,Medium,124,Official one-bedroom modelled average for Newcastle upon Tyne LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 119 sale and 124 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",77.9395,76.7,4,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63007169,April 2024,285852,285852,dft-connectivity-bua24-v1,High,Population-weighted mean across Newcastle upon Tyne; Reviewed official BUA name corresponds directly to the broad screen location.,166,0,174,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.0482,12.317,6.251,9.941,41.426,77.609,315273.91,66.982,49.249,25.893,84.878,75.321,58.835,70.47,4,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63007169,April 2024,285852,285852,285852,285852,285852,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",2.5,66.5,mid,2.5,4,4,2.0,3,4,62.9,mid,2.5,4,4,2.0,2,4
newport,Newport,Wales,Newport,51.587902,-2.996742,128000,541,High,31,"Median of 541 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",696,Medium,43,Official one-bedroom modelled average for Newport LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 31 sale and 43 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",67.8247,49.4,3,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,W45001174,April 2024,130882,130882,dft-connectivity-bua24-v1,High,Population-weighted mean across Newport (Newport); Reviewed official BUA name corresponds to the screen location Newport.,97,0,104,1,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.9785,10.523,6.037,10.138,38.798,73.031,213199.69,67.117,61.33,31.085,59.421,89.971,60.452,74.661,4,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,W45001174,April 2024,130882,130882,130882,130882,130882,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",2.5,64.1,mid,2.5,3,4,4.0,3,3,64.1,mid,2.5,3,4,4.0,3,3
northampton,Northampton,England,West Northamptonshire,52.237858,-0.895046,150000,717,High,104,"Median of 717 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",748,Medium,137,Official one-bedroom modelled average for West Northamptonshire LA; underlying observation count is not published in the table and the LA is broader than the named town.,"Rightmove's filtered snapshot returned 104 sale and 137 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",67.4371,48.2,3,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63010463,April 2024,243883,243883,dft-connectivity-bua24-v1,High,Population-weighted mean across Northampton; Reviewed official BUA name corresponds directly to the broad screen location.,59,0,64,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.1355,10.175,7.542,13.21,29.894,71.791,264163.4,67.264,31.84,73.395,66.267,78.861,62.591,79.08,4,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63010463,April 2024,243883,243883,243883,243883,243883,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",2.5,66.5,mid,2.5,3,4,5.0,2,4,66.5,mid,2.5,3,4,5.0,2,4
norwich,Norwich,England,Norwich,52.628869,1.293307,155000,1272,High,144,"Median of 1272 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",781,Medium,112,Official one-bedroom modelled average for Norwich LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 144 sale and 112 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",70.9579,58.5,3,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63009624,April 2024,200492,200492,dft-connectivity-bua24-v1,High,Population-weighted mean across Norwich; Reviewed official BUA name corresponds directly to the broad screen location.,107,0,226,1,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.0674,9.142,7.428,12.035,28.04,60.468,157134.19,66.536,43.259,80.659,29.986,68.524,55.607,64.38,4,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63009624,April 2024,200492,200492,200492,200492,200492,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",1.5,57.1,low,1.5,3,4,2.5,2,4,57.1,low,1.5,3,4,2.5,2,4
nottingham,Nottingham,England,Nottingham,52.956196,-1.151204,140000,1524,High,225,"Median of 1524 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",734,Medium,509,Official one-bedroom modelled average for Nottingham LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 225 sale and 509 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",78.6258,78.2,4,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63009088,April 2024,299786,299786,dft-connectivity-bua24-v1,High,Population-weighted mean across Nottingham; Reviewed official BUA name corresponds directly to the broad screen location.,97,0,70,1,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.2561,13.912,7.717,12.506,33.06,72.33,230761.96,65.532,21.855,58.798,61.074,48.276,47.5,45.096,3,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63009088,April 2024,299786,299786,299786,299786,299786,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",1.5,60.6,mid,1.5,4,3,4.0,2,4,64.1,mid,1.5,4,3,4.0,2,5
peterborough,Peterborough,England,Peterborough,52.572509,-0.242498,129000,420,High,91,"Median of 420 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",703,Medium,134,Official one-bedroom modelled average for Peterborough LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 91 sale and 134 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",66.709,46.2,3,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63009810,April 2024,190592,190592,dft-connectivity-bua24-v1,High,Population-weighted mean across Peterborough; Reviewed official BUA name corresponds directly to the broad screen location.,48,0,104,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",1.0864,9.414,7.402,12.562,33.792,87.119,263435.15,68.532,40.128,53.744,83.164,90.309,66.836,86.404,5,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63009810,April 2024,190592,190592,190592,190592,190592,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",2.0,70.6,high,2.0,3,5,4.5,3,4,70.6,high,2.0,3,5,4.5,3,4
plymouth,Plymouth,England,Plymouth,50.370015,-4.142068,138500,1343,High,147,"Median of 1343 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate.",703,Medium,124,Official one-bedroom modelled average for Plymouth LA; underlying observation count is not published in the table.,"Rightmove's filtered snapshot returned 147 sale and 124 rental results; these are Rightmove headline counts, not deduplicated properties, and the query does not verify tower stock.",68.1707,50.4,3,Q4 2024 transport and destination data; 2023 provisional BRES employment data,2026-09-09,TR-LOCAL-DFT-2025,E63014082,April 2024,266970,266970,dft-connectivity-bua24-v1,High,Population-weighted mean across Plymouth; Reviewed official BUA name corresponds directly to the broad screen location.,194,0,208,0,Medium,"Reviewed National Rail Journey Planner station-to-station observation for 2026-09-11. Shortest returned public-transport itinerary departing 10:00–14:00; not a guaranteed, door-to-door, fare or accessibility measure.",0.83,7.383,5.509,9.746,23.419,73.91,189643.58,66.481,83.6,93.737,57.19,67.689,75.554,95.069,5,2024 annual mean,2021 strategic noise model,OS Open Greenspace 2026-04,EPCs 2012-2024,ENV-AIR-DEFRA-2024,ENV-NOISE-IOD-WIMD-2025,ENV-GREEN-OS-OPEN-2026-04,ENV-EPC-IOD-WIMD-2025,E63014082,April 2024,266970,266970,266970,266970,266970,residential-environment-bua24-v3-country-calibrated,Medium,"Population-weighted across the reviewed April 2024 built-up area; air uses OA population-weighted centroids, small-area indicators use exact-fit lookups, green space uses current OA origins and the union of eligible OS Open Greenspace polygons, and quiet and housing use population-weighted within-country percentile calibration.",1.5,62.9,mid,1.5,3,5,2.0,3,4,62.9,mid,1.5,3,5,2.0,3,4
