location_id,location_name,origin_crs,origin_station_name,destination_id,destination_name,destination_planner_id,measurement_date,window_start_local,window_end_local,search_times_local,status,reason
barnsley,Barnsley,BNY,Barnsley,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use visible Journey Planner controls; transcribe only displayed values after capture review.
barnsley,Barnsley,BNY,Barnsley,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,pending,Use visible Journey Planner controls; transcribe only displayed values after capture review.
wolverhampton,Wolverhampton,,,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
worcester,Worcester,,,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
worcester,Worcester,,,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
wrexham,Wrexham,,,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
wrexham,Wrexham,,,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
bristol,Bristol,,,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
bristol,Bristol,,,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
southampton,Southampton,,,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
southampton,Southampton,,,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
bournemouth-poole,Bournemouth–Poole,,,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
bournemouth-poole,Bournemouth–Poole,,,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
brighton-hove,Brighton & Hove,,,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
brighton-hove,Brighton & Hove,,,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
exeter,Exeter,,,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
exeter,Exeter,,,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
reading,Reading,,,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
reading,Reading,,,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
milton-keynes,Milton Keynes,,,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
milton-keynes,Milton Keynes,,,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
luton,Luton,,,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
luton,Luton,,,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
southend-on-sea,Southend-on-Sea,,,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
southend-on-sea,Southend-on-Sea,,,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
cambridge,Cambridge,,,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
cambridge,Cambridge,,,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
colchester,Colchester,,,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
colchester,Colchester,,,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
oxford,Oxford,,,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
oxford,Oxford,,,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
bath,Bath,,,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
bath,Bath,,,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
bridgend,Bridgend,,,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
bridgend,Bridgend,,,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
llanelli,Llanelli,,,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
llanelli,Llanelli,,,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
bangor,Bangor,,,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
bangor,Bangor,,,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
rhyl,Rhyl,,,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
rhyl,Rhyl,,,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
york,York,,,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
york,York,,,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
durham,Durham,,,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
durham,Durham,,,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
cheltenham,Cheltenham,,,london,London (All Stations),182,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
cheltenham,Cheltenham,,,birmingham,Birmingham New Street,BHM,2026-09-11,2026-09-11T10:00:00+01:00,2026-09-11T14:00:00+01:00,10:00;11:00;12:00;13:00,blocked-mapping,Reviewed origin-station mapping is required before collection.
