relative_path,original_url,request_query,retrieved_at,data_period,sha256,mime_type,publisher,licence_or_terms,coverage_limitations
market-stock/search/southend-on-sea-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E1232&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E1232&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:35Z,Snapshot 2026-09-07,060ce9d301c6bdf4b4e7190b1d9d1d2c8cddd3fc2a9dc5732fd4f5e5985a5733,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/cambridge-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E274&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E274&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:35Z,Snapshot 2026-09-07,77fa02394b89085d452e171b30d1e7244685c6867a654bac7cf41888c3c7057f,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/cambridge-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E274&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E274&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:35Z,Snapshot 2026-09-07,507ad13f1d312f0d2d1a432846eae14027a0e1dd1604becf6475a4a204ad1c11,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/colchester-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E347&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E347&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:39Z,Snapshot 2026-09-07,a51902d3a8db9f396fb62919250c7624384f919c36fa346312f5ba58b08ac9c1,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/colchester-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E347&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E347&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:40Z,Snapshot 2026-09-07,b48f4f887b17b776d803db04e07764b7bcce23edf3172f4279cd3303b16e8ec1,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/oxford-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E1036&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E1036&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:29Z,Snapshot 2026-09-07,e8c7ee1bbe2d4e42d42219e2908346467060b82e22bdfdd15112ae686f702129,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/oxford-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E1036&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E1036&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:29Z,Snapshot 2026-09-07,39f206ff82e54be702c7810269f5b73cf1cfd0d7c7458e9eb1987ad4b97e24ac,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/bath-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E116&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E116&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:30Z,Snapshot 2026-09-07,e229a3bc3920ff1b35eba8380b8567f83a122e8854e1e8469f7ef8f443a99823,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/bath-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E116&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E116&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:30Z,Snapshot 2026-09-07,c7eadb21fae084066effe9acfa12180a59e8b509890084679134673815a6b8d0,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/bridgend-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E210&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E210&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:38Z,Snapshot 2026-09-07,8468f9e6cd7647d4f65924d8562a644951488fb4d34187c31fc2ad2d7c41047e,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/bridgend-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E210&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E210&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:39Z,Snapshot 2026-09-07,687867fa6cb88adc8186a713fb5bc11b09a956576faa50031872533693237348,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/llanelli-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E827&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E827&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:27Z,Snapshot 2026-09-07,9c8765d2b444b2f6b9e5d2a2b34c70f5ae973267ad1a8a4e4e2cdaa2c8952fbd,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/llanelli-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E827&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E827&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:27Z,Snapshot 2026-09-07,8ffe39c4252bfd54cd6bb0017ec7a7a33748286306f9bcef2ac76b3ecae36641,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/bangor-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E98&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E98&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:38Z,Snapshot 2026-09-07,78cb5c85af8cde9092033a1c3bba73a1a315b78970aa3624835c7e1c4f92dce2,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/bangor-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E98&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E98&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:38Z,Snapshot 2026-09-07,334fe43e629c8886c8cfbe3ffc089523ff4eb1b59cdd0f394bc8ac11db4bfaa1,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/rhyl-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E1125&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E1125&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:37Z,Snapshot 2026-09-07,0c7ea4fdc904dff532c77b194dc7a9fb1667a3e3ecfd231a30dae5f131a93151,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/rhyl-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E1125&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E1125&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:38Z,Snapshot 2026-09-07,7763441c6cfde827cbcc33fc83bd28066b569a6d11baa9bda904be2567776cad,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/york-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E1498&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E1498&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:26Z,Snapshot 2026-09-07,e57d25704ba854f52b92878dbf6b8f8fe34b5e9c723134cb629807c87d88d34c,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/york-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E1498&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E1498&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:26Z,Snapshot 2026-09-07,4d94425b03b398c40489205c94909c497eb9cfcb5908517ec889602f1aeebca7,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/durham-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E460&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E460&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:28Z,Snapshot 2026-09-07,b23bda51c58005a827a738fb08baa3399ceae5de8b34d0769604e1a51ea153c1,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/durham-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E460&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E460&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:29Z,Snapshot 2026-09-07,4508313d27eedd0240e96db182b15b2aa50d4ca67ed5121d676402e612bf58a7,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/cheltenham-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E308&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E308&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&mustHave=&dontShow=retirement%2CsharedOwnership&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:41Z,Snapshot 2026-09-07,338565c1703005e5aa260287fbc31e826f10de8579be1431e250200538a8cb69,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
market-stock/search/cheltenham-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E308&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E308&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&mustHave=&dontShow=houseShare%2Cretirement&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-manual-capture),2026-09-07T08:46:42Z,Snapshot 2026-09-07,6e823b589b977dd1982650e6d87bd78819e14722a27aafe72e25d60046924664,text/html,Rightmove,"Rightmove website terms; controlled light-use manual capture, no listing pages opened.",Headline advertised-result count only; listings are not deduplicated. Sale and rent exclusions differ.
